source,annotation,class_id,grade,part,value_mean,value_std,value_p90,value_p95,saturation_mean,saturation_std,gray_mean,gray_std,hue_sin,hue_cos,chromatic_fraction,yellow_candidate_ratio,part_width_px,part_height_px,part_aspect_proxy,foreground_fraction_proxy,foreground_area_px_proxy,texture_processing_scale,lab_L_mean,lab_L_std,lab_a_mean,lab_a_std,lab_b_mean,lab_b_std,highlight_candidate_ratio,highlight_largest_ratio,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_entropy,lbp_00,lbp_01,lbp_02,lbp_03,lbp_04,lbp_05,lbp_06,lbp_07,lbp_08,lbp_09,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_entropy,edge_density_proxy,darkline_candidate_ratio,darkline_skeleton_pixels_proxy,darkline_width_px_proxy,part_solidity_proxy
1000094977_jpg,0,0,A,Body,147.41430020283977,49.054379606589286,211.0,219.0,19.955882352941178,21.122093421568938,144.42013184584178,50.30728809707808,0.030409106566873338,-0.2919803676138863,0.08962981744421906,0.035496957403651115,68,148,2.176470588235294,0.8873211446740858,8930.0,1.0,59.35302734375,19.637731552124023,-1.619229793548584,1.2762826681137085,1.6117223501205444,4.48786735534668,0.04677991886409736,0.014705882352941176,2.05920940563905,0.5989733576751106,0.1478134866392916,5.985237692381194,0.06668356997971603,0.030425963488843813,0.03144016227180527,0.030045638945233266,0.03524340770791075,0.03828600405679513,0.04538539553752535,0.06135902636916836,0.06731744421906694,0.06427484787018256,0.04272312373225152,0.03701825557809331,0.03194726166328601,0.03144016227180527,0.032327586206896554,0.02966531440162272,0.06402129817444219,0.260395537525355,3.7950891493384606,0.3140212981744422,0.2086713995943205,883,2.189354419708252,0.9766357733503525
1000094977_jpg,1,2,A,Tail,121.26599888703394,31.156406667376228,165.0,172.0,25.127991096271565,22.46813810385992,119.08569838619923,31.845802687804326,0.766271466822511,0.624954326738689,0.24485253199777407,0.24373956594323873,83,99,1.1927710843373494,0.2988925398563953,2456.0,1.0,49.81376266479492,12.670242309570312,-1.4369522333145142,1.1343096494674683,4.962471961975098,3.732175827026367,0.0,0.0,1.2097908023776411,0.6757361944293524,0.2114280428658998,4.992714962317546,0.0562047857540345,0.028937117417918753,0.03728436282693378,0.036171396772398445,0.044518642181413465,0.04006677796327212,0.057317751808569836,0.07345575959933222,0.09682804674457429,0.06121313299944352,0.053978853644963826,0.037840845854201444,0.032832498608792435,0.0333889816360601,0.03394546466332777,0.021702838063439065,0.037840845854201444,0.216471897607123,3.8772308697470854,0.2337228714524207,0.10072342793544797,90,2.355555534362793,0.6204350161117078
1000094977_jpg,2,1,A,Head,116.34484142914492,41.560501724327466,173.0,193.0,64.79927739863508,41.34390161805413,110.08269771176235,42.6131806499224,0.7070753976205798,0.6558706578835936,0.6993175431553593,0.6876756322761943,64,65,1.015625,0.7149038461538462,2974.0,1.0,46.069244384765625,17.074296951293945,-1.4338116645812988,1.638538122177124,11.406500816345215,5.997568130493164,0.02328382175832999,0.022480931352870333,2.5322238445007934,0.5875534299011783,0.16191181986491168,5.891841997326578,0.05098354074668808,0.025692492974708953,0.03251706142111602,0.04134885588117222,0.037334403853873946,0.040947410678442396,0.055399437976716176,0.07226013649136893,0.07868325973504617,0.06423123243677238,0.03693295865114412,0.028101164191087918,0.02609393817743878,0.03412284223203533,0.028502609393817744,0.029706945002007226,0.0586109995985548,0.25853071055800886,3.7849351716456394,0.31553592934564434,0.23685266961059814,287,2.2591466903686523,0.9434273461982516
1000094977_jpg,3,1,A,Head,126.38226972650111,38.469563451772345,185.0,200.0,65.15749764225086,42.67333531857987,119.5268783401446,39.85048665144623,0.7246396352542842,0.6778812146526557,0.6475950958817982,0.6450801634706067,80,77,1.0389610389610389,0.6116883116883117,3768.0,1.0,49.996429443359375,15.770157814025879,-1.549159049987793,1.8778674602508545,12.98490047454834,7.1750664710998535,0.007230430682175416,0.00534423137378183,2.64268327778181,0.6097433174730538,0.1714831875270214,5.758117754205493,0.05815781200880226,0.0292360892801006,0.033951587551084565,0.038981452373467465,0.03646651996227601,0.045583149952845015,0.04369695064445143,0.06947500785916379,0.07639107198994027,0.06601697579377554,0.045583149952845015,0.034265954102483495,0.02389185790631877,0.034894687205281355,0.04149638478465891,0.026406790317510215,0.05438541339201509,0.2411191449229802,3.8398041621599535,0.2955045583149953,0.20653882426909778,311,2.263645648956299,0.956944079810974
1000094977_jpg,4,0,A,Body,156.1391223155929,31.505034512013356,193.0,200.0,16.546591970121383,17.25393972684936,152.5660130718954,34.491962864098014,-0.32147473816961614,-0.28612995159919385,0.10812324929971989,0.030625583566760036,126,122,1.0327868852459017,0.41321883944834764,6352.0,1.0,62.81085968017578,13.495906829833984,-0.9697828888893127,1.5192457437515259,0.8282709121704102,5.003995418548584,0.00018674136321195143,0.00018674136321195143,1.0902173750310489,0.691154332649023,0.22128206947233076,4.930005157799445,0.06498599439775911,0.029318394024276377,0.03081232492997199,0.025957049486461253,0.02819794584500467,0.03492063492063492,0.04220354808590103,0.07245564892623717,0.09243697478991597,0.07320261437908497,0.05340802987861811,0.03361344537815126,0.03697478991596639,0.029505135387488328,0.02707749766573296,0.02427637721755369,0.04855275443510738,0.25210084033613445,3.7723657341102,0.25210084033613445,0.10270774976657329,274,2.105109453201294,0.9366669234917945
1000094977_jpg,5,2,A,Tail,140.5515916575192,28.652241809217113,178.0,183.0,23.354006586169046,18.248869049839783,136.42151481888035,31.691902138434127,0.08958047251768272,0.17304495259032227,0.17947310647639955,0.10592755214050494,97,89,1.0898876404494382,0.30696165875130316,2650.0,1.0,56.609649658203125,12.609333992004395,-0.7016499638557434,1.865002155303955,2.8653266429901123,6.006397247314453,0.0,0.0,0.6996637427856371,0.7482704485651301,0.24785971480722022,4.5823829799745095,0.06531284302963776,0.025246981339187707,0.03457738748627882,0.03238199780461032,0.03293084522502744,0.036223929747530186,0.059275521405049394,0.07025246981339188,0.09001097694840834,0.06805708013172337,0.048298572996706916,0.04226125137211855,0.030186608122941824,0.03128430296377607,0.029637760702524697,0.025246981339187707,0.04006586169045005,0.23874862788144896,3.8187451806917325,0.12733260153677278,0.06970362239297476,77,2.051948070526123,0.684301322599195
1000094978_jpg,0,1,A,Head,138.75946547884186,34.46996117378586,186.0,195.0,53.81991727648743,36.73624972211668,132.1282214444798,35.61380027750665,0.7167701405543546,0.6807215045540942,0.5847916003818008,0.5765192491250398,79,89,1.1265822784810127,0.5327833878537903,3746.0,1.0,55.03871154785156,14.037724494934082,-1.489510416984558,1.9169508218765259,11.660017967224121,6.829113483428955,0.003818008272351257,0.0006363347120585428,2.3388100672587635,0.6120394253165657,0.1855382512015901,5.5689475919096605,0.0556792873051225,0.035634743875278395,0.035634743875278395,0.035316576519249125,0.04072542157174674,0.038498250079541836,0.044225262488068726,0.05249761374482978,0.07222398981864461,0.050588609608654155,0.0467706013363029,0.025453388482341712,0.030544066178810055,0.029907731466751512,0.0334075723830735,0.035316576519249125,0.05663378937321031,0.2809417753738466,3.7579044957725634,0.29716831053133946,0.21508113267578746,378,2.1671955585479736,0.9700678462152454
1000094978_jpg,1,1,A,Head,132.25922451532207,46.09234315165324,194.0,209.0,65.29924953095684,47.28561646145407,125.40587867417136,47.630066712079696,0.6776060321421765,0.5271911482105087,0.6857410881801126,0.6210131332082551,82,84,1.024390243902439,0.5513937282229965,3798.0,1.0,52.15736770629883,18.88336944580078,-1.9516640901565552,2.3698413372039795,11.808239936828613,7.772952556610107,0.02626641651031895,0.018449030644152594,4.018084904779325,0.5146598051894904,0.1285197800498654,6.406984319309604,0.07191994996873045,0.04221388367729831,0.03283302063789869,0.03377110694183865,0.02470293933708568,0.030644152595372107,0.034083802376485305,0.04940587867417136,0.0641025641025641,0.0450281425891182,0.02470293933708568,0.022826766729205753,0.019074421513445905,0.02564102564102564,0.034083802376485305,0.03971232020012508,0.06941838649155722,0.33583489681050654,3.562415726189218,0.34021263289555975,0.341776110068793,616,2.193486213684082,0.9543681747269891
1000094978_jpg,2,0,A,Body,161.52992424242424,35.14001019722287,206.0,214.0,25.69810606060606,29.242011279761876,155.86515151515152,38.95005540286348,-0.1019685971938183,-0.16830352456075656,0.18636363636363637,0.07537878787878788,91,122,1.3406593406593406,0.563231850117096,6253.0,1.0,64.01039123535156,15.019879341125488,-0.9275331497192383,1.710722804069519,1.0353989601135254,8.253701210021973,0.02784090909090909,0.0035984848484848487,1.603032531638938,0.6464660418513075,0.18898509427569593,5.32650331527069,0.07102272727272728,0.04318181818181818,0.031818181818181815,0.027083333333333334,0.02821969696969697,0.025757575757575757,0.033901515151515155,0.04715909090909091,0.05700757575757576,0.05227272727272727,0.041666666666666664,0.029545454545454545,0.02727272727272727,0.03257575757575758,0.033901515151515155,0.02821969696969697,0.06609848484848485,0.32329545454545455,3.6190404443228807,0.2833333333333333,0.17689393939393938,617,2.044084310531616,0.9145013225455111
1000094978_jpg,3,0,A,Body,141.47382723112128,40.651426821566666,196.0,210.0,26.27445652173913,29.148603118809277,137.21524599542334,42.948466829780216,0.01745500754060059,-0.26571298530003573,0.14988558352402745,0.059496567505720827,100,118,1.18,0.6634745762711864,7829.0,1.0,56.773799896240234,16.867347717285156,-1.666386604309082,1.6747229099273682,1.6275653839111328,5.931793212890625,0.02374141876430206,0.008724256292906178,2.2672992753869234,0.6097999898654256,0.16031216220413635,5.853620209983422,0.06807780320366133,0.03260869565217391,0.03446796338672769,0.03132151029748284,0.027316933638443935,0.030463386727688786,0.04519450800915332,0.054204805491990846,0.0636441647597254,0.05606407322654462,0.041762013729977114,0.03132151029748284,0.03074942791762014,0.03032036613272311,0.03132151029748284,0.034324942791762014,0.06807780320366133,0.2887585812356979,3.7201784948606775,0.30663615560640733,0.2053775743707094,830,2.2023873329162598,0.969673899251364
